헤드라인,URL,작성시간,언론사,기자명,댓글수,공감_유익해요,공감_감동받았어요,공감_분석탁월해요,공감_놀랍네요,공감_추천해요
"[포토] 리센느 리브, 러블리",https://m.entertain.naver.com/article/076/0004427589,2026-07-21 18:51:27,스포츠조선,박재만,0,0,0,0,0,0
"[포토] 리센느 리브, 미소",https://m.entertain.naver.com/article/076/0004427584,2026-07-21 18:51:15,스포츠조선,박재만,0,0,0,0,0,0
"[포토] 리센느 리브, 러블리 시구",https://m.entertain.naver.com/article/076/0004427590,2026-07-21 18:51:30,스포츠조선,박재만,0,0,0,0,0,0
"[포토] 리센느 리브, 힘찬 시구",https://m.entertain.naver.com/article/076/0004427583,2026-07-21 18:51:13,스포츠조선,박재만,0,0,0,0,0,0
"[포토] 리센느 메이-리브, 승리 요정 도전",https://m.entertain.naver.com/article/076/0004427588,2026-07-21 18:51:25,스포츠조선,박재만,0,0,0,0,0,0
리센느 메이 ‘한뼘 핫팬츠로 시타’ [MK포토],https://m.entertain.naver.com/article/410/0001133394,2026-07-21 18:50:17,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"[MD포토] 리센느 리브-메이, &#x27;리트와 메트 왔어요&#x27;",https://m.entertain.naver.com/article/117/0004086999,2026-07-21 18:47:08,마이데일리,송일섭,0,0,0,0,0,0
"[MD포토] 리센느 리브, &#x27;저 잘 던졌죠&#x27;",https://m.entertain.naver.com/article/117/0004086997,2026-07-21 18:46:16,마이데일리,송일섭,0,0,0,0,0,0
몬스타엑스→FT아일랜드 영화제 공연도 접수 [공식],https://m.entertain.naver.com/article/382/0001284308,2026-07-21 18:46:15,스포츠동아,정희연 기자,0,0,0,0,0,0
"[MD포토] 리센느 리브, &#x27;긴머리 휘날리며&#x27;",https://m.entertain.naver.com/article/117/0004086994,2026-07-21 18:45:08,마이데일리,송일섭,0,0,0,0,0,0
"[MD포토] 리센느 리브-메이, &#x27;스트라이크 안타&#x27;",https://m.entertain.naver.com/article/117/0004086993,2026-07-21 18:43:10,마이데일리,송일섭,0,0,0,0,0,0
리센느 리브-메이 ‘야구장 나들이’ [MK포토],https://m.entertain.naver.com/article/410/0001133390,2026-07-21 18:42:17,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"[MD포토] 리센느 리브-메이, &#x27;시구시타 함께해요&#x27;",https://m.entertain.naver.com/article/117/0004086989,2026-07-21 18:42:10,마이데일리,송일섭,0,0,0,0,0,0
"[MD포토] 리센느 리브, &#x27;수원 왕발가락의 폭풍 시구&#x27;",https://m.entertain.naver.com/article/117/0004086987,2026-07-21 18:41:08,마이데일리,송일섭,0,0,0,0,0,0
"[MD포토] &#x27;수원 왕발가락&#x27; 리브, &#x27;오늘은 손으로!&#x27;",https://m.entertain.naver.com/article/117/0004086984,2026-07-21 18:40:18,마이데일리,송일섭,0,0,0,0,0,0
라센느 리브 ‘고향 수원에서 진지한 시구’ [MK포토],https://m.entertain.naver.com/article/410/0001133388,2026-07-21 18:40:17,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"[MD포토] 리센느 리브-메이, &#x27;진지한 시구시타&#x27;",https://m.entertain.naver.com/article/117/0004086982,2026-07-21 18:39:09,마이데일리,송일섭,0,0,0,0,0,0
"[MD포토] 리센느 리브, &#x27;수원의 딸 시구하러 왔어요&#x27;",https://m.entertain.naver.com/article/117/0004086979,2026-07-21 18:38:15,마이데일리,송일섭,0,0,0,0,0,0
"[사진]리센느 리브, 고향에서 시구해요",https://m.sports.naver.com/kbaseball/article/109/0005575226,2026-07-21 18:38:23,OSEN,박준형,0,0,0,0,0,0
"[사진]시구하는 리센느 리브, 요즘 우리가 대세",https://m.sports.naver.com/kbaseball/article/109/0005575225,2026-07-21 18:38:21,OSEN,박준형,0,0,0,0,0,0
"리센느 리브, 시구하는 ‘수원의 딸’ [포토엔HD]",https://m.entertain.naver.com/article/609/0001148420,2026-07-21 18:38:21,뉴스엔,유용주,0,0,0,0,0,0
리센느 리브 ‘긴 생머리 찰랑이며 시구’ [MK포토],https://m.entertain.naver.com/article/410/0001133386,2026-07-21 18:37:11,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"[MD포토] 리센느 리브-메이, &#x27;시구시타 하러 왔어요&#x27;",https://m.entertain.naver.com/article/117/0004086977,2026-07-21 18:37:08,마이데일리,송일섭,0,0,0,0,0,0
"[사진]리센느 리브, 고향 수원에서 시구",https://m.sports.naver.com/kbaseball/article/109/0005575223,2026-07-21 18:36:20,OSEN,박준형,0,0,0,0,0,0
리센느 리브-메이 ‘사랑스러운 리트와 메트’ [MK포토],https://m.entertain.naver.com/article/410/0001133385,2026-07-21 18:36:16,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
리센느 메이 ‘시타를 위해 타석으로’[엑&#x27;s HD포토],https://m.sports.naver.com/kbaseball/article/311/0002036135,2026-07-21 18:36:17,엑스포츠뉴스,김한준 기자,0,0,0,0,0,0
"리센느 리브, 화사한 학다리 와인드 업 [포토엔HD]",https://m.entertain.naver.com/article/609/0001148418,2026-07-21 18:36:20,뉴스엔,유용주,0,0,0,0,0,0
"[사진]시구하는 리센느 리브, 수원 KT 야호",https://m.sports.naver.com/kbaseball/article/109/0005575222,2026-07-21 18:36:17,OSEN,박준형,0,0,0,0,0,0
"리센느 메이 ‘시타, 기대하세요’ [MK포토]",https://m.entertain.naver.com/article/410/0001133384,2026-07-21 18:35:11,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"리센느 메이-리브, 시구 시타 잘 마친 ‘리트와 메트’ [포토엔HD]",https://m.entertain.naver.com/article/609/0001148416,2026-07-21 18:35:15,뉴스엔,유용주,0,0,0,0,0,0
리센느 리브 ‘시구도 예쁘게’[엑&#x27;s HD포토],https://m.sports.naver.com/kbaseball/article/311/0002036131,2026-07-21 18:34:17,엑스포츠뉴스,김한준 기자,0,0,0,0,0,0
리센느 리브 ‘시구하는 모습도 예쁘네’[엑&#x27;s HD포토],https://m.sports.naver.com/kbaseball/article/311/0002036133,2026-07-21 18:34:21,엑스포츠뉴스,김한준 기자,0,0,0,0,0,0
리센느 리브 ‘반짝반짝 빛나네’[엑&#x27;s HD포토],https://m.sports.naver.com/kbaseball/article/311/0002036132,2026-07-21 18:34:18,엑스포츠뉴스,김한준 기자,0,0,0,0,0,0
리센느 리브 ‘한 줌 허리 라인 뽐내며 시구’ [MK포토],https://m.entertain.naver.com/article/410/0001133383,2026-07-21 18:34:13,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"‘수원 출신’ 리센느 리브, 승리요정이 될거야[엑&#x27;s HD포토]",https://m.sports.naver.com/kbaseball/article/311/0002036130,2026-07-21 18:34:14,엑스포츠뉴스,김한준 기자,0,0,0,0,0,0
리센느 리브 ‘이렇게 예쁘면 반칙이지’[엑&#x27;s HD포토],https://m.sports.naver.com/kbaseball/article/311/0002036134,2026-07-21 18:34:23,엑스포츠뉴스,김한준 기자,0,0,0,0,0,0
"리센느 리브, 수원에서 시구 [포토엔HD]",https://m.entertain.naver.com/article/609/0001148414,2026-07-21 18:33:12,뉴스엔,유용주,0,0,0,0,0,0
리센느 리브 ‘사랑스러운 와인드업’ [MK포토],https://m.entertain.naver.com/article/410/0001133382,2026-07-21 18:33:11,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
[MD포토] 수원에서 시구하는 &#x27;리트와 메트&#x27;,https://m.entertain.naver.com/article/117/0004086972,2026-07-21 18:33:10,마이데일리,송일섭,0,0,0,0,0,0
"[MD포토] 리센느 리브, &#x27;수원의 딸 시구해요&#x27;",https://m.entertain.naver.com/article/117/0004086968,2026-07-21 18:32:10,마이데일리,송일섭,0,0,0,0,0,0
리센느 리브 ‘고향 수원에서 시구’ [MK포토],https://m.entertain.naver.com/article/410/0001133381,2026-07-21 18:32:13,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"리센느, 첫 정산 아직 못 받았다..원이 &quot;母 소고기 사드리고파&quot; 눈물 펑펑(살롱드립)",https://m.entertain.naver.com/article/076/0004427567,2026-07-21 18:31:15,스포츠조선,,0,0,0,0,0,0
리센느 리브 ‘청순 시구’ [MK포토],https://m.entertain.naver.com/article/410/0001133380,2026-07-21 18:31:11,MK스포츠,김영구 MK스포츠,0,0,0,0,0,0
"전남광주특별시, 홍보대사들과 '제7회 여수 섬의 날' 홍보",https://n.news.naver.com/mnews/article/079/0004170571?sid=102,2026-07-21 17:46:09,노컷뉴스,,1,11,1,0,0,1
‘섬의 날’ 홍보대사에 정이랑·하현우·안성훈·정지선 등 위촉,https://n.news.naver.com/mnews/article/016/0002673022?sid=102,2026-07-21 17:42:11,헤럴드경제,,4,19,0,0,1,1
"글로벌 한류 축제 &#x27;2026 케이 월드 드림 어워즈&#x27;, 방탄소년단·블랙핑크 등 &#x27;베스트 앨범상&#x27; 공개",https://m.entertain.naver.com/article/445/0000440614,2026-07-21 17:41:10,MHN스포츠,김예나,0,0,0,0,0,0
리센느와 함께한 하이원…KBS월드 통해 전세계 155개국 소개,https://n.news.naver.com/mnews/article/014/0005550907?sid=103,2026-07-21 17:21:10,파이낸셜뉴스,,0,3,0,0,1,1
고향 품은 K팝 아이돌…개성도 지역도 빛난다,https://m.entertain.naver.com/article/422/0000887352,2026-07-21 17:19:11,연합뉴스TV,,0,0,0,0,0,0
8월 8일 ‘섬의 날’ 홍보대사에 하현우·안성훈·리센느·정이랑·정지선·리랑 위촉,https://n.news.naver.com/mnews/article/016/0002673014?sid=101,2026-07-21 17:17:08,헤럴드경제,,14,32,2,0,0,0
"“제천 야호” 리센느, 몸 열개여도 모자라다‥제천국제음악영화제 출격",https://m.entertain.naver.com/article/609/0001148397,2026-07-21 17:12:12,뉴스엔,배효주,0,0,0,0,0,0
"&quot;섬 가치·매력 알린다&quot;…전남광주특별시, 섬의 날 홍보대사 위촉",https://n.news.naver.com/mnews/article/421/0009071200?sid=102,2026-07-21 17:11:01,뉴스1,,0,5,0,0,0,0
&quot;여수 야호~&quot;…리센느·하현우 등 '섬의 날' 홍보대사 위촉,https://n.news.naver.com/mnews/article/422/0000887348?sid=102,2026-07-21 17:10:11,연합뉴스TV,,0,1,0,0,1,0
정이랑·하현우·안성훈·리센느…제7회 섬의 날 홍보대사 위촉,https://n.news.naver.com/mnews/article/277/0005792632?sid=102,2026-07-21 16:55:19,아시아경제,,6,25,0,0,1,0
"“여수 야호~”…리센느, 섬의 날 홍보대사 됐다",https://n.news.naver.com/mnews/article/009/0005710242?sid=100,2026-07-21 16:54:07,매일경제,,0,1,0,0,0,0
"그룹 리센느, 여수 '섬의 날' 홍보대사 활동",https://n.news.naver.com/mnews/article/003/0014079345?sid=102,2026-07-21 16:42:37,뉴시스,,1,11,0,0,1,0
올해 섬의 날 홍보대사는…정이랑·하현우·안성훈·리센느·정지선·리랑,https://n.news.naver.com/mnews/article/002/0002449108?sid=102,2026-07-21 16:34:16,프레시안,,4,20,0,0,1,0
"“켄차나”·“거제 야호~”…韓日 MZ들 입에 착 붙었다는 ‘한본어’ 뭐길래 [이슈, 풀어주리]",https://n.news.naver.com/mnews/article/011/0004643605?sid=102,2026-07-21 16:23:08,서울경제,,5,0,1,0,0,1
[바로이뉴스] 거제시 넘어 전국으로…리센느 &quot;섬의 날 야호~&quot;,https://n.news.naver.com/mnews/article/055/0001374184?sid=102,2026-07-21 16:18:30,SBS,,0,0,1,0,0,0
"방탄소년단·엔하이픈·NCT위시·투모로우바이투게더·블랙핑크, ‘2026 KWDA’ 베스트 앨범상",https://m.entertain.naver.com/article/396/0000750282,2026-07-21 16:16:16,스포츠월드,지동현,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉식,https://n.news.naver.com/mnews/article/003/0014079262?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,1,0,0,0
제7회 섬의 날 홍보대사 위촉,https://n.news.naver.com/mnews/article/003/0014079259?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,1,0,0,0
요즘 대세는 리센느 원이,https://n.news.naver.com/mnews/article/003/0014079252?sid=100,2026-07-21 16:13:02,뉴시스,,0,1,0,0,1,0
요즘 대세는 리센느 원이,https://n.news.naver.com/mnews/article/003/0014079253?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,0,0,0,0
요즘 대세는 우리 '리센느',https://n.news.naver.com/mnews/article/003/0014079250?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉식,https://n.news.naver.com/mnews/article/003/0014079265?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,0,0,0,0
섬의 날 홍보대사 위촉식의 그룹 리센느,https://n.news.naver.com/mnews/article/003/0014079251?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,1,0,0,0
섬의 날 홍보대사 된 리센느,https://n.news.naver.com/mnews/article/003/0014079264?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,0,0,0,0
요즘 대세는 우리 '리센느',https://n.news.naver.com/mnews/article/003/0014079249?sid=100,2026-07-21 16:13:02,뉴시스,,0,0,0,0,0,0
섬의 날 홍보대사 된 리센느 '야호',https://n.news.naver.com/mnews/article/003/0014079234?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
그룹 리센느 미나미 '야호',https://n.news.naver.com/mnews/article/003/0014079240?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
전매특허 '야호' 포즈 취하는 그룹 리센느,https://n.news.naver.com/mnews/article/003/0014079239?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉식,https://n.news.naver.com/mnews/article/003/0014079248?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
리센느 리브 '야호',https://n.news.naver.com/mnews/article/003/0014079233?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
섬의 날 홍보대사 된 리센느 원이,https://n.news.naver.com/mnews/article/003/0014079245?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
섬의 날 홍보대사 위촉식,https://n.news.naver.com/mnews/article/003/0014079237?sid=100,2026-07-21 16:11:53,뉴시스,,0,1,1,0,0,0
전매특허 '야호' 포즈 취하는 그룹 리센느,https://n.news.naver.com/mnews/article/003/0014079247?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
그룹 리센느 메이 '야호',https://n.news.naver.com/mnews/article/003/0014079244?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉식,https://n.news.naver.com/mnews/article/003/0014079236?sid=100,2026-07-21 16:11:53,뉴시스,,0,1,0,0,0,0
리센느 원이 '야호',https://n.news.naver.com/mnews/article/003/0014079242?sid=100,2026-07-21 16:11:53,뉴시스,,0,0,0,0,0,0
"“나랑드사이다 야호”…제로 사이다 대표 브랜드, 리센느와 만났다",https://n.news.naver.com/mnews/article/468/0001254916?sid=101,2026-07-21 16:04:15,스포츠서울,,0,0,0,0,0,0
"“거제, 야호~” 리센느, ‘섬의 날’ 홍보대사 됐다",https://n.news.naver.com/mnews/article/449/0000353712?sid=102,2026-07-21 16:03:00,채널A,,1,0,0,0,0,0
"‘거제, 야호’ 리센느, 섬의날 홍보대사 됐다…개막식 무대 오른다",https://n.news.naver.com/mnews/article/366/0001180700?sid=102,2026-07-21 16:01:15,조선비즈,,1,2,0,0,0,0
하현우·안성훈·리센느 떴다…여수 '섬의 날' 홍보대사 위촉,https://n.news.naver.com/mnews/article/015/0005312145?sid=100,2026-07-21 16:01:16,한국경제,,11,82,0,0,2,0
'제7회 섬의 날' 홍보대사에 리센느…8월 여수서 축제 알린다,https://n.news.naver.com/mnews/article/421/0009071011?sid=102,2026-07-21 16:00:00,뉴스1,,1,2,0,0,0,0
내달 6~9일 여수 '섬의 날' 리센느 뜬다…홍보대사 위촉,https://n.news.naver.com/mnews/article/003/0014079165?sid=102,2026-07-21 16:00:00,뉴시스,,0,5,1,0,1,1
'섬의 날' 홍보대사에 하현우·리센느·정지선·리랑 등 위촉,https://n.news.naver.com/mnews/article/001/0016206534?sid=100,2026-07-21 16:00:02,연합뉴스,,0,5,0,0,0,0
"리센느, 오늘 ‘팬팝티’ 폭로전 대방출",https://m.entertain.naver.com/article/144/0001127266,2026-07-21 15:56:15,스포츠경향,안병길 기자,0,0,0,0,0,0
토크쇼하는 리센느 원이,https://n.news.naver.com/mnews/article/421/0009070878?sid=102,2026-07-21 15:23:32,뉴스1,,1,1,0,0,0,0
역시 ‘대세’ 리센느…데뷔 첫 비드라마 출연자 화제성 1위,https://m.entertain.naver.com/article/022/0004144710,2026-07-21 15:21:07,세계일보,최승우 온라인 뉴스 기자,0,0,0,0,0,0
"'섬의 날' 홍보대사 원이, 사랑스러운 '야호~' [TF사진관]",https://n.news.naver.com/mnews/article/629/0000517704?sid=103,2026-07-21 15:18:13,더팩트,,0,4,0,0,0,2
"가수 안성훈, 리센느&#x27;섬의 날 야호!&#x27;, 섬의 날 홍보대사[노컷네컷]",https://m.entertain.naver.com/article/079/0004170443,2026-07-21 15:17:15,노컷뉴스,CBS노컷뉴스 박종민 기자,0,0,0,0,0,0
"리센느, 이번엔 &#x27;섬의 날 야호!&#x27;",https://m.entertain.naver.com/article/079/0004170436,2026-07-21 15:16:15,노컷뉴스,CBS노컷뉴스 박종민 기자,0,0,0,0,0,0
대세 걸그룹 리센느 다녀간 글로벌 리조트 어디?,https://n.news.naver.com/mnews/article/022/0004144707?sid=102,2026-07-21 15:16:11,세계일보,,0,8,1,0,0,0
"리센느, &#x27;섬의 날 야호&#x27;",https://m.entertain.naver.com/article/079/0004170430,2026-07-21 15:14:14,노컷뉴스,CBS노컷뉴스 박종민 기자,0,0,0,0,0,0
질문 답하는 리센느 원이,https://m.entertain.naver.com/article/079/0004170431,2026-07-21 15:14:15,노컷뉴스,CBS노컷뉴스 박종민 기자,0,0,0,0,0,0
"리센느 원이, '섬의 날' 야호~ [포토]",https://n.news.naver.com/mnews/article/629/0000517699?sid=103,2026-07-21 15:13:10,더팩트,,0,0,0,0,0,1
"&quot;나랑드 야호&quot;…동아오츠카, 새 모델에 리센느 발탁",https://n.news.naver.com/mnews/article/031/0001043636?sid=101,2026-07-21 15:11:08,아이뉴스24,,0,1,0,0,0,0
한자리에 모인 섬의 날 홍보대사,https://n.news.naver.com/mnews/article/001/0016206244?sid=102,2026-07-21 15:09:26,연합뉴스,,0,0,0,0,0,0
"리센느, 이제는 ‘제7회 섬의 날 홍보대사’ 까지 [포토엔HD]",https://m.entertain.naver.com/article/609/0001148330,2026-07-21 15:09:11,뉴스엔,유용주,0,0,0,0,0,0
"리센느 미나미, 갸루귀신의 ‘원조 야호~’ [포토엔HD]",https://m.entertain.naver.com/article/609/0001148328,2026-07-21 15:07:13,뉴스엔,유용주,0,0,0,0,0,0
"리센느 원이-리브, ‘섬의 날 야호~’ [포토엔HD]",https://m.entertain.naver.com/article/609/0001148325,2026-07-21 15:06:16,뉴스엔,유용주,0,0,0,0,0,0
"리센느, ‘제7회 섬의 날 홍보대사’ 위촉 [포토엔HD]",https://m.entertain.naver.com/article/609/0001148320,2026-07-21 15:02:19,뉴스엔,유용주,0,0,0,0,0,0
[포토] 그룹 리센느 '섬의 날' 홍보대사 위촉,https://n.news.naver.com/mnews/article/277/0005792542?sid=102,2026-07-21 15:01:27,아시아경제,,0,2,0,0,0,0
섬의 날 홍보대사 원이와 리브의 '섬 이야기' [포토],https://n.news.naver.com/mnews/article/629/0000517685?sid=103,2026-07-21 14:59:07,더팩트,,0,0,0,0,0,0
[포토] 기념촬영하는 '섬의 날' 홍보대사들,https://n.news.naver.com/mnews/article/277/0005792535?sid=102,2026-07-21 14:58:19,아시아경제,,0,3,0,0,0,0
워터월드서 알파인코스터까지…리센느의 하이원 탐방기,https://n.news.naver.com/mnews/article/003/0014078765?sid=102,2026-07-21 14:57:36,뉴시스,,0,0,0,0,0,0
[포토] 토크쇼에서 발언하는 리센느 원이,https://n.news.naver.com/mnews/article/277/0005792533?sid=102,2026-07-21 14:57:40,아시아경제,,0,0,0,0,0,0
[포토] '섬의 날' 홍보대사로 위촉된 그룹 리센느,https://n.news.naver.com/mnews/article/277/0005792530?sid=102,2026-07-21 14:56:24,아시아경제,,0,0,0,0,0,0
한자리에 모인 섬의 날 홍보대사,https://n.news.naver.com/mnews/article/001/0016206191?sid=102,2026-07-21 14:56:07,연합뉴스,,0,2,1,0,0,0
[포토] 그룹 리센느 '섬의 날' 홍보대사 위촉,https://n.news.naver.com/mnews/article/277/0005792532?sid=102,2026-07-21 14:56:55,아시아경제,,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉된 리센느,https://m.entertain.naver.com/article/003/0014078757,2026-07-21 14:54:18,뉴시스,조수정,0,0,0,0,0,0
섬의 날 홍보대사 위촉식,https://m.entertain.naver.com/article/003/0014078755,2026-07-21 14:54:18,뉴시스,조수정,0,0,0,0,0,0
제7회 섬의날 홍보대사 위촉식,https://m.entertain.naver.com/article/003/0014078754,2026-07-21 14:54:18,뉴시스,조수정,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉된 리센느,https://m.entertain.naver.com/article/003/0014078756,2026-07-21 14:54:18,뉴시스,조수정,0,0,0,0,0,0
"에이티즈, 악플러와 전쟁 선포 “지속 모니터링 중…선처 없이 법적 대응”",https://m.entertain.naver.com/article/396/0000750257,2026-07-21 14:53:09,스포츠월드,신정원 기자,0,0,0,0,0,0
섬의 날 홍보대사로 위촉된 가수 리센느,https://n.news.naver.com/mnews/article/001/0016206176?sid=102,2026-07-21 14:50:42,연합뉴스,,0,0,0,0,0,0
한자리에 모인 섬의 날 홍보대사,https://n.news.naver.com/mnews/article/001/0016206174?sid=102,2026-07-21 14:49:34,연합뉴스,,0,1,0,0,0,0
제7회 섬의 날 홍보대사로 위촉된 리센느,https://n.news.naver.com/mnews/article/421/0009070663?sid=102,2026-07-21 14:47:31,뉴스1,,0,0,0,0,2,0
섬의 날 홍보하는 리센느,https://n.news.naver.com/mnews/article/421/0009070666?sid=102,2026-07-21 14:47:38,뉴스1,,0,0,0,0,0,0
"리센느, '섬의 날 야호' 홍보대사 위촉",https://n.news.naver.com/mnews/article/421/0009070668?sid=102,2026-07-21 14:47:55,뉴스1,,0,0,0,0,0,0
제7회 섬의 날 홍보대사 위촉된 리센느,https://n.news.naver.com/mnews/article/421/0009070665?sid=102,2026-07-21 14:47:37,뉴스1,,0,0,0,0,0,0
"리센느, 제7회 섬의 날 홍보대사 위촉",https://n.news.naver.com/mnews/article/421/0009070664?sid=102,2026-07-21 14:47:35,뉴스1,,0,0,0,0,0,0
"'대세돌' 리센느, 섬의 날 홍보대사 위촉 [포토]",https://n.news.naver.com/mnews/article/629/0000517671?sid=103,2026-07-21 14:44:07,더팩트,,0,0,0,0,0,0
"하이원리조트에 리센느 떴다, 여름 여행 코스 총출동",https://n.news.naver.com/mnews/article/382/0001284249?sid=103,2026-07-21 14:30:13,스포츠동아,,0,0,0,0,0,0
리센느 원이 고향 거제에 ‘킹콩’이 나타났다,https://n.news.naver.com/mnews/article/082/0001390597?sid=102,2026-07-21 14:30:14,부산일보,,2,0,1,0,0,0
"방탄소년단·엔하이픈·NCT위시·투모로우바이투게더·블랙핑크, &#x27;2026 KWDA&#x27; 베스트 앨범상",https://m.entertain.naver.com/article/440/0000037897,2026-07-21 11:54:12,티브이데일리,김지하 기자,0,0,0,0,0,0
"리센느, 한 달 만에 화제성 1위 탈환",https://m.entertain.naver.com/article/117/0004086737,2026-07-21 11:51:09,마이데일리,김지우,0,0,0,0,0,0
"리센느, 인기 제대로 터졌다…TV-OTT 비드라마 출연자 화제성 1위",https://m.entertain.naver.com/article/421/0009070255,2026-07-21 11:49:39,뉴스1,안태현 기자,0,0,0,0,0,0
"[유통레이더] 롯데백화점, K-패션 해외 진출 지원 나서…베트남에 팝업 1호점",https://n.news.naver.com/mnews/article/117/0004086731?sid=103,2026-07-21 11:48:15,마이데일리,,0,0,0,0,0,0
"&quot;나랑드 야호&quot;…동아오츠카, 나랑드사이다 모델로 리센느 발탁",https://n.news.naver.com/mnews/article/422/0000887215?sid=101,2026-07-21 11:43:11,연합뉴스TV,,1,0,1,2,4,0
"‘역주행 신드롬’ 리센느, ‘전참시’로 화제성 1위..데뷔 후 최초 [공식]",https://m.entertain.naver.com/article/109/0005575037,2026-07-21 11:33:12,OSEN,김채연,0,0,0,0,0,0
'거제 야호' 다음은 특별시…리센느 섬의 날 뜬다,https://n.news.naver.com/mnews/article/079/0004170309?sid=102,2026-07-21 11:31:13,노컷뉴스,,3,4,1,0,0,0
"리센느, 개인기부터 폭로전까지…‘팬팝티’서 찐친 케미 공개",https://m.entertain.naver.com/article/609/0001148203,2026-07-21 11:28:21,뉴스엔,이민지,0,0,0,0,0,0
"경주시 공식 인스타그램, 메타 공식 인증 '블루배지' 획득",https://n.news.naver.com/mnews/article/079/0004170305?sid=102,2026-07-21 11:27:10,노컷뉴스,,0,0,0,0,0,0
"리센느, ‘전참시’ 효과 터졌다…비드라마 출연자 화제성 1위",https://m.entertain.naver.com/article/382/0001284223,2026-07-21 11:25:10,스포츠동아,이정연 기자,0,0,0,0,0,0
"&#x27;대박 경사&#x27; 리센느, 비드라마 화제성 1위마저 품었다[스타이슈]",https://m.entertain.naver.com/article/108/0003454529,2026-07-21 11:18:50,스타뉴스,윤상근 기자,0,0,0,0,0,0
"경주시 공식 인스타그램, 메타 ‘블루배지’ 달았다",https://n.news.naver.com/mnews/article/005/0001862183?sid=102,2026-07-21 11:15:09,국민일보,,0,0,0,0,0,0
"FT아일랜드→몬스타엑스, JIMFF 출격…특별한 공연 선사",https://m.entertain.naver.com/article/629/0000517551,2026-07-21 10:54:17,더팩트,,0,0,0,0,0,0
광고 4일 만에 1700만뷰… ‘리센느 효과’ 올라타는 유통업계,https://n.news.naver.com/mnews/article/020/0003735341?sid=101,2026-07-21 10:50:14,동아일보,,1,1,1,0,0,0
&quot;켄차나·마지 고마워·쵸토 기다려 구다사이&quot; 일본 Z세대가 빠진 '한본어',https://n.news.naver.com/mnews/article/277/0005792347?sid=103,2026-07-21 10:37:43,아시아경제,,5,0,0,0,0,1
'언더독' 리센느 열풍에 대중도 &quot;야-호&quot;…新 '중소돌의 기적',https://n.news.naver.com/mnews/article/001/0016205283?sid=103,2026-07-21 10:34:15,연합뉴스,,1,3,3,0,1,1
"동아오츠카, 나랑드사이다 모델로 걸그룹 ‘리센느’ 발탁",https://n.news.naver.com/mnews/article/382/0001284207?sid=101,2026-07-21 10:33:15,스포츠동아,,0,0,0,0,1,0
"리센느, 오늘(21일) ‘팬팝티’ 출격…MC 은혁과 역대급 텐션 예고",https://m.entertain.naver.com/article/241/0003520922,2026-07-21 10:30:40,일간스포츠,,0,0,0,0,0,0
"도미노피자, 새 모델 ‘리센느’ 광고 공개 4일 만에 1700만뷰 돌파",https://n.news.naver.com/mnews/article/366/0001180534?sid=101,2026-07-21 10:25:12,조선비즈,,0,2,2,0,0,0
"'리센느' 원이 &quot;와 이거지, 토핑봐라 미친네&quot; 도미노피자 광고, 1700만뷰 돌파",https://n.news.naver.com/mnews/article/079/0004170216?sid=101,2026-07-21 10:12:11,노컷뉴스,,7,5,14,0,2,0
"동아오츠카, 나랑드사이다 새 모델로 걸그룹 리센느 발탁",https://n.news.naver.com/mnews/article/001/0016205170?sid=101,2026-07-21 10:12:57,연합뉴스,,3,1,3,0,3,2
대세 리센느→알디원 출격…&#x27;2026 TMA&#x27; 2차 라인업 공개,https://m.entertain.naver.com/article/396/0000750230,2026-07-21 10:01:11,스포츠월드,지동현,0,0,0,0,0,0
